Date,High,Low,Open,Close,Volume
2020-01-01,58.400001525878906,51.900001525878906,56.5,54.400001525878906,1709840.0
2020-01-08,60.650001525878906,53.0,54.400001525878906,55.45000076293945,3190395.0
2020-01-15,56.5,52.599998474121094,55.45000076293945,53.04999923706055,2867716.0
2020-01-22,54.04999923706055,48.0,52.95000076293945,52.099998474121094,3822636.0
2020-01-29,56.04999923706055,49.0,52.04999923706055,53.599998474121094,2892819.0
2020-02-05,54.599998474121094,49.70000076293945,53.650001525878906,50.400001525878906,748616.0
2020-02-12,51.599998474121094,46.70000076293945,50.5,47.54999923706055,1379087.0
2020-02-19,51.5,47.5,47.5,50.099998474121094,811419.0
2020-02-26,47.54999923706055,43.0,47.400001525878906,44.75,2432576.0
2020-03-04,46.5,36.099998474121094,45.849998474121094,39.0,2432290.0
2020-03-11,39.0,25.399999618530273,38.400001525878906,28.75,6467499.0
2020-03-18,31.399999618530273,25.0,27.149999618530273,27.799999237060547,1983828.0
2020-03-25,33.849998474121094,27.0,30.0,28.450000762939453,1755474.0
2020-04-01,31.0,28.049999237060547,28.100000381469727,28.950000762939453,2306830.0
2020-04-08,34.0,28.899999618530273,29.75,33.75,1829256.0
2020-04-15,37.5,32.0,33.75,35.20000076293945,2957299.0
2020-04-22,37.25,31.149999618530273,35.349998474121094,37.0,2507292.0
2020-04-29,40.0,34.75,38.79999923706055,37.20000076293945,1733538.0
2020-05-06,53.849998474121094,36.29999923706055,36.79999923706055,49.400001525878906,5510916.0
2020-05-13,51.599998474121094,45.0,47.5,49.0,2090091.0
2020-05-20,59.5,49.0,50.150001525878906,56.04999923706055,3206937.0
2020-05-27,57.099998474121094,47.0,56.0,55.650001525878906,3354730.0
2020-06-03,69.0,56.0,56.0,63.20000076293945,5474248.0
2020-06-10,66.0999984741211,54.70000076293945,63.0,56.70000076293945,3349505.0
2020-06-17,57.0,46.75,57.0,50.900001525878906,5090525.0
2020-06-24,54.79999923706055,47.20000076293945,50.599998474121094,47.95000076293945,2786612.0
2020-07-01,58.0,48.0,49.0,55.150001525878906,4207280.0
2020-07-08,58.349998474121094,54.0,56.0,57.45000076293945,1892995.0
2020-07-15,64.3499984741211,57.75,58.54999923706055,63.79999923706055,3757648.0
2020-07-22,72.0,62.5,63.79999923706055,71.0999984741211,6934239.0
2020-07-29,86.5,66.0,71.5,74.0999984741211,6323917.0
2020-08-05,78.9000015258789,70.0,75.69999694824219,71.25,3367352.0
2020-08-12,71.5,62.0,71.0,64.44999694824219,1910709.0
2020-08-19,70.30000305175781,63.849998474121094,65.0,65.94999694824219,2041412.0
2020-08-26,69.80000305175781,60.04999923706055,68.0,67.0999984741211,2100579.0
2020-09-02,66.5,61.04999923706055,66.5,64.44999694824219,1027055.0
2020-09-09,68.75,57.900001525878906,64.5,62.45000076293945,1953655.0
2020-09-16,60.0,50.29999923706055,59.95000076293945,51.150001525878906,3116699.0
2020-09-23,54.0,49.099998474121094,52.5,52.400001525878906,2057521.0
2020-09-30,54.900001525878906,49.650001525878906,52.900001525878906,49.900001525878906,2503197.0
2020-10-07,51.75,49.5,50.150001525878906,50.29999923706055,1236168.0
2020-10-14,58.900001525878906,50.400001525878906,51.5,56.349998474121094,2888587.0
2020-10-21,59.79999923706055,51.5,56.5,51.70000076293945,1970045.0
2020-10-28,60.54999923706055,48.900001525878906,51.0,57.150001525878906,2053200.0
2020-11-04,64.69999694824219,53.0,58.0,64.5,2737741.0
2020-11-11,65.19999694824219,58.0,65.0,61.45000076293945,1709212.0
2020-11-18,61.5,56.95000076293945,61.099998474121094,57.599998474121094,880158.0
2020-11-24,61.0,58.0,58.95000076293945,60.04999923706055,420274.0
