Date,High,Low,Open,Close,Volume
2020-01-01,53.599998474121094,49.0,52.45000076293945,51.900001525878906,314453
2020-01-08,54.29999923706055,48.400001525878906,51.75,50.650001525878906,733545
2020-01-15,53.0,49.0,51.150001525878906,49.25,807233
2020-01-22,52.5,47.0,49.75,51.400001525878906,713446
2020-01-29,52.25,46.400001525878906,51.900001525878906,46.79999923706055,707191
2020-02-05,47.900001525878906,41.79999923706055,46.849998474121094,42.29999923706055,1212044
2020-02-12,43.099998474121094,39.70000076293945,42.0,40.349998474121094,735316
2020-02-19,43.0,40.04999923706055,41.0,41.45000076293945,328072
2020-02-26,43.54999923706055,37.900001525878906,40.0,41.70000076293945,744297
2020-03-04,42.54999923706055,32.5,41.79999923706055,39.70000076293945,1243383
2020-03-11,39.650001525878906,28.100000381469727,39.349998474121094,31.0,1130058
2020-03-18,29.450000762939453,24.299999237060547,29.450000762939453,25.149999618530273,832038
2020-03-25,31.5,24.600000381469727,25.700000762939453,27.600000381469727,1043165
2020-04-01,29.950000762939453,27.350000381469727,28.700000762939453,29.200000762939453,1221026
2020-04-08,37.0,28.600000381469727,29.899999618530273,35.54999923706055,567263
2020-04-15,37.099998474121094,32.25,34.849998474121094,32.79999923706055,1076401
2020-04-22,36.75,31.399999618530273,33.0,36.599998474121094,1534712
2020-04-29,37.20000076293945,33.79999923706055,37.0,35.400001525878906,1307805
2020-05-06,46.400001525878906,34.099998474121094,35.70000076293945,45.5,4074352
2020-05-13,45.79999923706055,39.70000076293945,45.79999923706055,41.70000076293945,2622609
2020-05-20,43.20000076293945,40.25,41.29999923706055,41.20000076293945,1238091
2020-05-27,41.95000076293945,36.0,41.79999923706055,41.900001525878906,1379904
2020-06-03,49.5,42.0,43.0,47.04999923706055,2400424
2020-06-10,47.650001525878906,39.5,46.0,40.400001525878906,2503933
2020-06-17,40.400001525878906,35.5,40.400001525878906,35.95000076293945,2387508
2020-06-24,36.349998474121094,31.0,35.599998474121094,31.649999618530273,1746972
2020-07-01,42.5,31.649999618530273,32.099998474121094,39.70000076293945,2516019
2020-07-08,41.349998474121094,38.5,39.599998474121094,39.900001525878906,972007
2020-07-15,44.0,39.75,40.849998474121094,42.0,1634724
2020-07-22,49.29999923706055,41.0,42.5,48.70000076293945,4055168
2020-07-29,52.400001525878906,43.650001525878906,48.0,47.25,2823177
2020-08-05,47.75,43.0,47.75,43.45000076293945,2944903
2020-08-12,45.0,42.099998474121094,43.5,44.20000076293945,1074140
2020-08-19,47.150001525878906,43.099998474121094,44.400001525878906,45.5,1753632
2020-08-26,46.70000076293945,40.150001525878906,46.5,44.20000076293945,1540859
2020-09-02,44.5,40.150001525878906,44.0,42.099998474121094,526122
2020-09-09,43.099998474121094,38.5,42.099998474121094,39.900001525878906,807408
2020-09-16,41.29999923706055,36.54999923706055,38.5,39.45000076293945,895676
2020-09-23,43.0,38.20000076293945,39.45000076293945,39.70000076293945,1526410
2020-09-30,45.400001525878906,39.599998474121094,40.0,44.45000076293945,1599379
2020-10-07,50.29999923706055,43.95000076293945,45.04999923706055,49.70000076293945,1851890
2020-10-14,51.849998474121094,47.5,49.45000076293945,49.599998474121094,1849705
2020-10-21,57.29999923706055,47.400001525878906,49.900001525878906,49.099998474121094,1753651
2020-10-28,58.20000076293945,45.0,47.5,54.95000076293945,1580852
2020-11-04,58.0,53.099998474121094,55.95000076293945,56.25,950215
2020-11-11,58.45000076293945,51.0,56.95000076293945,58.29999923706055,1094399
2020-11-18,63.29999923706055,57.849998474121094,58.0,60.0,1117075
2020-11-24,62.5,58.900001525878906,60.5,59.0,192775
