Date,High,Low,Open,Close,Volume
2020-01-01,14.949999809265137,13.300000190734863,13.399999618530273,14.899999618530273,4459370
2020-01-08,15.949999809265137,14.899999618530273,15.0,15.300000190734863,7976514
2020-01-15,15.449999809265137,14.050000190734863,15.149999618530273,14.449999809265137,3649656
2020-01-22,15.199999809265137,13.0,14.5,14.100000381469727,3423141
2020-01-29,15.25,13.850000381469727,14.399999618530273,15.0,2540283
2020-02-05,15.100000381469727,13.399999618530273,15.100000381469727,13.899999618530273,2451796
2020-02-12,14.300000190734863,12.800000190734863,13.949999809265137,13.949999809265137,2350992
2020-02-19,14.600000381469727,13.850000381469727,14.0,14.399999618530273,1935388
2020-02-26,14.949999809265137,13.199999809265137,13.949999809265137,14.550000190734863,3715281
2020-03-04,15.0,12.75,14.949999809265137,13.5,3184705
2020-03-11,13.649999618530273,9.850000381469727,13.649999618530273,9.989999771118164,4124082
2020-03-18,10.0,8.550000190734863,9.489999771118164,9.829999923706055,2162888
2020-03-25,10.600000381469727,9.050000190734863,10.100000381469727,9.25,3314008
2020-04-01,9.699999809265137,9.0,9.149999618530273,9.479999542236328,2528492
2020-04-08,10.699999809265137,9.399999618530273,9.680000305175781,10.600000381469727,2666936
2020-04-15,11.899999618530273,10.100000381469727,10.600000381469727,11.800000190734863,5873810
2020-04-22,13.399999618530273,11.899999618530273,12.0,13.350000381469727,7789324
2020-04-29,14.800000190734863,13.199999809265137,13.199999809265137,14.800000190734863,12103055
2020-05-06,18.0,14.75,14.800000190734863,17.899999618530273,14128693
2020-05-13,21.450000762939453,17.850000381469727,18.0,21.350000381469727,8134527
2020-05-20,22.0,21.200000762939453,21.25,21.950000762939453,6376385
2020-05-27,22.25,20.5,22.25,21.649999618530273,6872784
2020-06-03,23.399999618530273,20.799999237060547,21.649999618530273,23.399999618530273,5874928
2020-06-10,23.600000381469727,22.5,23.450000762939453,22.649999618530273,2495852
2020-06-17,23.0,20.950000762939453,22.950000762939453,22.899999618530273,4651750
2020-06-24,26.25,22.5,23.100000381469727,26.100000381469727,6240786
2020-07-01,29.5,25.0,26.399999618530273,25.950000762939453,16672778
2020-07-08,26.600000381469727,25.5,26.200000762939453,26.25,3584655
2020-07-15,26.600000381469727,25.25,26.600000381469727,25.799999237060547,6072866
2020-07-22,26.399999618530273,25.350000381469727,25.899999618530273,26.350000381469727,7888305
2020-07-29,31.700000762939453,26.600000381469727,26.649999618530273,29.899999618530273,9882332
2020-08-05,30.950000762939453,29.5,30.100000381469727,29.850000381469727,3430236
2020-08-12,29.799999237060547,26.649999618530273,29.799999237060547,26.899999618530273,3633516
2020-08-19,27.149999618530273,23.299999237060547,26.899999618530273,23.850000381469727,4832481
2020-08-26,28.0,23.850000381469727,23.850000381469727,26.149999618530273,4035678
2020-09-02,26.350000381469727,23.5,26.350000381469727,25.75,2791730
2020-09-09,26.100000381469727,22.149999618530273,25.799999237060547,23.25,2924745
2020-09-16,23.0,19.299999237060547,23.0,20.350000381469727,3791328
2020-09-23,23.0,20.25,20.700000762939453,21.5,3456684
2020-09-30,22.100000381469727,21.0,21.600000381469727,21.75,7018249
2020-10-07,25.0,21.399999618530273,21.799999237060547,24.850000381469727,13540213
2020-10-14,28.0,25.0,25.0,26.950000762939453,6429310
2020-10-21,28.100000381469727,25.049999237060547,26.600000381469727,25.899999618530273,4798993
2020-10-28,28.5,23.0,25.149999618530273,27.799999237060547,4897918
2020-11-04,29.450000762939453,27.5,28.450000762939453,29.0,4867329
2020-11-11,29.25,27.950000762939453,29.200000762939453,29.0,5667009
2020-11-18,29.5,28.100000381469727,29.049999237060547,28.25,1512667
2020-11-24,28.549999237060547,28.0,28.299999237060547,28.200000762939453,1193271
