Date,High,Low,Open,Close,Volume
2020-01-01,111.0,102.5999984741211,108.6500015258789,108.1500015258789,807997
2020-01-08,114.5,101.5,107.25,105.6500015258789,1090282
2020-01-15,113.5999984741211,103.0999984741211,109.0,106.05000305175781,857990
2020-01-22,107.5,95.0,105.0,104.25,875623
2020-01-29,112.0,98.5,104.8499984741211,106.3499984741211,1086006
2020-02-05,107.9000015258789,100.25,107.0,104.0,484448
2020-02-12,106.75,100.55000305175781,104.0,101.55000305175781,937853
2020-02-19,107.25,99.5,100.0,103.9000015258789,414623
2020-02-26,102.69999694824219,86.69999694824219,102.69999694824219,94.9000015258789,828482
2020-03-04,100.1500015258789,74.30000305175781,96.5,88.5999984741211,603278
2020-03-11,89.5999984741211,73.05000305175781,87.94999694824219,80.5,713273
2020-03-18,78.0,67.0,78.0,72.55000305175781,368954
2020-03-25,85.0,69.25,78.0,72.1500015258789,430450
2020-04-01,92.9000015258789,76.0,76.0,85.1500015258789,542111
2020-04-08,98.9000015258789,85.05000305175781,87.0,95.80000305175781,451131
2020-04-15,98.9000015258789,86.44999694824219,95.5,92.0,445558
2020-04-22,102.9000015258789,91.94999694824219,94.0999984741211,101.75,461138
2020-04-29,102.9000015258789,94.9000015258789,102.25,100.0999984741211,387353
2020-05-06,126.25,97.25,101.0,122.05000305175781,1002707
2020-05-13,135.0,116.80000305175781,122.0,125.69999694824219,813303
2020-05-20,137.5,121.5999984741211,128.35000610351562,128.0500030517578,809178
2020-05-27,133.1999969482422,115.0,124.0,133.0,578940
2020-06-03,154.0,131.0500030517578,135.0,147.0,849898
2020-06-10,146.89999389648438,123.0,145.9499969482422,125.5,708144
2020-06-17,125.8499984741211,110.9000015258789,124.44999694824219,119.69999694824219,383650
2020-06-24,125.9000015258789,107.0,118.30000305175781,114.0999984741211,396244
2020-07-01,130.5,112.75,114.05000305175781,125.5,604586
2020-07-08,134.0,124.5,127.0,128.0500030517578,283326
2020-07-15,138.0,127.19999694824219,132.25,136.8000030517578,437027
2020-07-22,145.5,130.6999969482422,137.0,135.35000610351562,854146
2020-07-29,165.0,132.0,136.0,153.5,987100
2020-08-05,160.0,145.0,157.10000610351562,146.64999389648438,882355
2020-08-12,146.25,128.0,146.25,128.4499969482422,472470
2020-08-19,135.5500030517578,120.30000305175781,128.0,122.05000305175781,873279
2020-08-26,126.0,111.5,123.0,124.6500015258789,1481819
2020-09-02,125.8499984741211,117.0999984741211,124.0,121.75,360005
2020-09-09,123.0999984741211,115.0,121.1500015258789,117.30000305175781,468746
2020-09-16,119.0,104.0,115.5,118.0999984741211,707509
2020-09-23,122.9000015258789,115.0,115.0,118.0999984741211,641393
2020-09-30,132.10000610351562,116.0,118.0,131.10000610351562,520572
2020-10-07,143.39999389648438,123.19999694824219,131.0500030517578,142.85000610351562,852376
2020-10-14,168.9499969482422,138.5,142.5,166.6999969482422,1037818
2020-10-21,174.0,146.25,167.6999969482422,147.0,618952
2020-10-28,165.0,135.0,142.5,163.75,597049
2020-11-04,166.0,150.25,163.4499969482422,156.3000030517578,347645
2020-11-11,163.64999389648438,143.0,157.1999969482422,162.60000610351562,884631
2020-11-18,163.0,152.0,161.75,161.5,107290
2020-11-24,169.1999969482422,160.3000030517578,160.3000030517578,169.0500030517578,269792
